k,img,e_abs,e_rel,delta,resid,psnr,inner_k,inner_cum,tv_ratio,ref_check,alpha,beta,m_k
32,0,nan,nan,1.798826e-04,nan,2.642571e+01,0.000000e+00,4.420000e+02,1.004211e+00,nan,2.397585e-01,1.515151e-03,0.000000e+00
32,1,nan,nan,1.917600e-04,nan,2.273664e+01,0.000000e+00,4.420000e+02,1.000598e+00,nan,2.242104e-01,1.515151e-03,0.000000e+00
32,2,nan,nan,2.041544e-04,nan,2.277726e+01,0.000000e+00,4.420000e+02,9.996431e-01,nan,2.106363e-01,1.515151e-03,0.000000e+00
33,0,nan,nan,1.693104e-04,nan,2.642554e+01,0.000000e+00,4.420000e+02,1.004211e+00,nan,2.404490e-01,1.470588e-03,0.000000e+00
33,1,nan,nan,1.810457e-04,nan,2.273676e+01,0.000000e+00,4.420000e+02,1.000598e+00,nan,2.255559e-01,1.470588e-03,0.000000e+00
33,2,nan,nan,1.927936e-04,nan,2.277738e+01,0.000000e+00,4.420000e+02,9.996431e-01,nan,2.118622e-01,1.470588e-03,0.000000e+00
34,0,nan,nan,1.596206e-04,nan,2.642537e+01,0.000000e+00,4.420000e+02,1.004211e+00,nan,2.410740e-01,1.428571e-03,0.000000e+00
34,1,nan,nan,1.704572e-04,nan,2.273686e+01,0.000000e+00,4.420000e+02,1.000598e+00,nan,2.254476e-01,1.428571e-03,0.000000e+00
34,2,nan,nan,1.815369e-04,nan,2.277749e+01,0.000000e+00,4.420000e+02,9.996431e-01,nan,2.117099e-01,1.428571e-03,0.000000e+00
35,0,7.339289e-02,4.949325e-03,1.507842e-04,7.387371e-02,2.642521e+01,0.000000e+00,4.420000e+02,1.004211e+00,nan,2.416997e-01,1.388889e-03,0.000000e+00
35,1,1.688966e-01,4.188830e-03,1.603638e-04,1.736436e-01,2.273697e+01,0.000000e+00,4.420000e+02,1.000598e+00,nan,2.263340e-01,1.388889e-03,0.000000e+00
35,2,1.694362e-01,3.904820e-03,1.707995e-04,1.741763e-01,2.277759e+01,0.000000e+00,4.420000e+02,9.996431e-01,nan,2.125202e-01,1.388889e-03,0.000000e+00
36,0,nan,nan,1.426230e-04,nan,2.642506e+01,0.000000e+00,4.420000e+02,1.004211e+00,nan,2.422203e-01,1.351351e-03,0.000000e+00
36,1,nan,nan,1.524159e-04,nan,2.273706e+01,0.000000e+00,4.420000e+02,1.000598e+00,nan,2.277510e-01,1.351351e-03,0.000000e+00
36,2,nan,nan,1.623248e-04,nan,2.277769e+01,0.000000e+00,4.420000e+02,9.996431e-01,nan,2.138356e-01,1.351351e-03,0.000000e+00
37,0,nan,nan,1.350721e-04,nan,2.642491e+01,0.000000e+00,4.420000e+02,1.004211e+00,nan,2.427801e-01,1.315790e-03,0.000000e+00
37,1,nan,nan,1.445706e-04,nan,2.273715e+01,0.000000e+00,4.420000e+02,1.000598e+00,nan,2.271812e-01,1.315790e-03,0.000000e+00
37,2,nan,nan,1.539035e-04,nan,2.277779e+01,0.000000e+00,4.420000e+02,9.996431e-01,nan,2.133134e-01,1.315790e-03,0.000000e+00
38,0,nan,nan,1.281847e-04,nan,2.642478e+01,0.000000e+00,4.420000e+02,1.004211e+00,nan,2.433745e-01,1.282051e-03,0.000000e+00
38,1,nan,nan,1.368043e-04,nan,2.273724e+01,0.000000e+00,4.420000e+02,1.000598e+00,nan,2.273844e-01,1.282051e-03,0.000000e+00
38,2,nan,nan,1.456627e-04,nan,2.277788e+01,0.000000e+00,4.420000e+02,9.996431e-01,nan,2.135955e-01,1.282051e-03,0.000000e+00
39,0,nan,nan,1.218020e-04,nan,2.642465e+01,0.000000e+00,4.420000e+02,1.004211e+00,nan,2.437888e-01,1.250000e-03,0.000000e+00
39,1,nan,nan,1.293834e-04,nan,2.273732e+01,0.000000e+00,4.420000e+02,1.000598e+00,nan,2.284285e-01,1.250000e-03,0.000000e+00
39,2,nan,nan,1.378604e-04,nan,2.277796e+01,0.000000e+00,4.420000e+02,9.996431e-01,nan,2.145367e-01,1.250000e-03,0.000000e+00
40,0,7.347355e-02,4.954741e-03,1.158031e-04,7.388186e-02,2.642453e+01,0.000000e+00,4.420000e+02,1.004211e+00,nan,2.442012e-01,1.219512e-03,0.000000e+00
40,1,1.694148e-01,4.201661e-03,1.241193e-04,1.735725e-01,2.273740e+01,0.000000e+00,4.420000e+02,1.000598e+00,nan,2.298919e-01,1.219512e-03,0.000000e+00
40,2,1.699556e-01,3.916772e-03,1.320880e-04,1.741060e-01,2.277804e+01,0.000000e+00,4.420000e+02,9.996431e-01,nan,2.157559e-01,1.219512e-03,0.000000e+00
41,0,nan,nan,1.103082e-04,nan,2.642441e+01,0.000000e+00,4.420000e+02,1.004211e+00,nan,2.447661e-01,1.190476e-03,0.000000e+00
41,1,nan,nan,1.176769e-04,nan,2.273747e+01,0.000000e+00,4.420000e+02,1.000598e+00,nan,2.283663e-01,1.190476e-03,0.000000e+00
41,2,nan,nan,1.253089e-04,nan,2.277812e+01,0.000000e+00,4.420000e+02,9.996431e-01,nan,2.145892e-01,1.190476e-03,0.000000e+00
42,0,nan,nan,1.051926e-04,nan,2.642430e+01,0.000000e+00,4.420000e+02,1.004211e+00,nan,2.451462e-01,1.162791e-03,0.000000e+00
42,1,nan,nan,1.126699e-04,nan,2.273754e+01,0.000000e+00,4.420000e+02,1.000598e+00,nan,2.297958e-01,1.162791e-03,0.000000e+00
42,2,nan,nan,1.200211e-04,nan,2.277819e+01,0.000000e+00,4.420000e+02,9.996431e-01,nan,2.157999e-01,1.162791e-03,0.000000e+00
43,0,nan,nan,1.003917e-04,nan,2.642419e+01,0.000000e+00,4.420000e+02,1.004211e+00,nan,2.455158e-01,1.136364e-03,0.000000e+00
