k,img,e_abs,e_rel,delta,resid,psnr,inner_k,inner_cum,tv_ratio,ref_check,alpha,beta,m_k
28,2,nan,nan,5.864337e-02,nan,2.393902e+01,8.000000e+00,1.850000e+02,1.000080e+00,nan,9.749581e-04,1.724138e-03,8.000000e+00
29,0,nan,nan,9.976254e-03,nan,2.647224e+01,8.000000e+00,1.930000e+02,1.002020e+00,nan,5.150850e-03,1.666667e-03,8.000000e+00
29,1,nan,nan,6.075684e-02,nan,2.394494e+01,8.000000e+00,1.930000e+02,1.000037e+00,nan,8.809626e-04,1.666667e-03,8.000000e+00
29,2,nan,nan,5.658179e-02,nan,2.397618e+01,8.000000e+00,1.930000e+02,1.000057e+00,nan,9.473459e-04,1.666667e-03,8.000000e+00
30,0,3.594601e-02,2.417139e-03,9.250476e-03,3.888777e-02,2.647261e+01,8.000000e+00,2.010000e+02,1.001933e+00,nan,5.215298e-03,1.612903e-03,8.000000e+00
30,1,5.728500e-03,1.411989e-04,5.872149e-02,6.968013e-02,2.398094e+01,8.000000e+00,2.010000e+02,1.000033e+00,nan,8.563503e-04,1.612903e-03,8.000000e+00
30,2,5.622660e-03,1.288542e-04,5.459584e-02,6.528825e-02,2.401131e+01,8.000000e+00,2.010000e+02,1.000064e+00,nan,9.195386e-04,1.612903e-03,8.000000e+00
31,0,nan,nan,7.641048e-03,nan,2.647330e+01,8.000000e+00,2.090000e+02,1.001902e+00,nan,5.278445e-03,1.562500e-03,8.000000e+00
31,1,nan,nan,5.681862e-02,nan,2.401471e+01,8.000000e+00,2.090000e+02,1.000034e+00,nan,8.315206e-04,1.562500e-03,8.000000e+00
31,2,nan,nan,5.274197e-02,nan,2.404449e+01,8.000000e+00,2.090000e+02,1.000076e+00,nan,8.943562e-04,1.562500e-03,8.000000e+00
32,0,nan,nan,6.859008e-03,nan,2.647383e+01,8.000000e+00,2.170000e+02,1.001832e+00,nan,6.008820e-03,1.515151e-03,8.000000e+00
32,1,nan,nan,5.497866e-02,nan,2.404645e+01,8.000000e+00,2.170000e+02,1.000057e+00,nan,8.080746e-04,1.515151e-03,8.000000e+00
32,2,nan,nan,5.094438e-02,nan,2.407589e+01,8.000000e+00,2.170000e+02,1.000080e+00,nan,8.705340e-04,1.515151e-03,8.000000e+00
33,0,nan,nan,6.573951e-03,nan,2.647419e+01,9.000000e+00,2.260000e+02,1.001739e+00,nan,6.305955e-03,1.470588e-03,9.000000e+00
33,1,nan,nan,5.451166e-02,nan,2.407697e+01,9.000000e+00,2.260000e+02,1.000070e+00,nan,7.867160e-04,1.470588e-03,9.000000e+00
33,2,nan,nan,5.057617e-02,nan,2.410619e+01,9.000000e+00,2.260000e+02,1.000060e+00,nan,8.490160e-04,1.470588e-03,9.000000e+00
34,0,nan,nan,6.109958e-03,nan,2.647441e+01,9.000000e+00,2.350000e+02,1.001664e+00,nan,6.208797e-03,1.428571e-03,9.000000e+00
34,1,nan,nan,5.277299e-02,nan,2.410584e+01,9.000000e+00,2.350000e+02,1.000057e+00,nan,7.487632e-04,1.428571e-03,9.000000e+00
34,2,nan,nan,4.889391e-02,nan,2.413466e+01,9.000000e+00,2.350000e+02,1.000067e+00,nan,8.070268e-04,1.428571e-03,9.000000e+00
35,0,3.180592e-02,2.138292e-03,5.707328e-03,3.400435e-02,2.647461e+01,9.000000e+00,2.440000e+02,1.001610e+00,nan,6.314323e-03,1.388889e-03,9.000000e+00
35,1,3.721105e-03,9.164078e-05,5.122881e-02,5.950181e-02,2.413304e+01,9.000000e+00,2.440000e+02,1.000038e+00,nan,7.310606e-04,1.388889e-03,9.000000e+00
35,2,3.585758e-03,8.211513e-05,4.728024e-02,5.459101e-02,2.416141e+01,9.000000e+00,2.440000e+02,1.000072e+00,nan,7.890604e-04,1.388889e-03,9.000000e+00
36,0,nan,nan,5.385691e-03,nan,2.647483e+01,9.000000e+00,2.530000e+02,1.001552e+00,nan,6.399318e-03,1.351351e-03,9.000000e+00
36,1,nan,nan,4.976568e-02,nan,2.415859e+01,9.000000e+00,2.530000e+02,1.000021e+00,nan,7.129389e-04,1.351351e-03,9.000000e+00
36,2,nan,nan,4.543174e-02,nan,2.418673e+01,9.000000e+00,2.530000e+02,1.000085e+00,nan,7.724792e-04,1.351351e-03,9.000000e+00
37,0,nan,nan,5.134250e-03,nan,2.647511e+01,9.000000e+00,2.620000e+02,1.001486e+00,nan,6.429265e-03,1.315790e-03,9.000000e+00
37,1,nan,nan,4.833352e-02,nan,2.418257e+01,9.000000e+00,2.620000e+02,1.000027e+00,nan,6.957815e-04,1.315790e-03,9.000000e+00
