k,img,e_abs,e_rel,delta,resid,psnr,inner_k,inner_cum,tv_ratio,ref_check,alpha,beta,m_k
26,0,nan,nan,8.497375e-02,nan,2.291086e+01,1.000000e+00,2.700000e+01,9.553034e-01,nan,6.742354e-04,1.851852e-03,1.000000e+00
26,1,nan,nan,4.624807e-02,nan,2.396400e+01,1.000000e+00,2.700000e+01,8.699051e-01,nan,1.430170e-03,1.851852e-03,1.000000e+00
26,2,nan,nan,4.948318e-02,nan,2.419641e+01,1.000000e+00,2.700000e+01,8.611317e-01,nan,1.336722e-03,1.851852e-03,1.000000e+00
27,0,nan,nan,7.191051e-02,nan,2.295875e+01,1.000000e+00,2.800000e+01,9.441963e-01,nan,7.505319e-04,1.785714e-03,1.000000e+00
27,1,nan,nan,4.464012e-02,nan,2.398847e+01,1.000000e+00,2.800000e+01,8.736018e-01,nan,1.378987e-03,1.785714e-03,1.000000e+00
27,2,nan,nan,4.776877e-02,nan,2.422195e+01,1.000000e+00,2.800000e+01,8.667750e-01,nan,1.288832e-03,1.785714e-03,1.000000e+00
28,0,nan,nan,6.303987e-02,nan,2.300707e+01,1.000000e+00,2.900000e+01,9.397061e-01,nan,8.267642e-04,1.724138e-03,1.000000e+00
28,1,nan,nan,4.312621e-02,nan,2.401135e+01,1.000000e+00,2.900000e+01,8.772382e-01,nan,1.331830e-03,1.724138e-03,1.000000e+00
28,2,nan,nan,4.615830e-02,nan,2.424572e+01,1.000000e+00,2.900000e+01,8.724319e-01,nan,1.244601e-03,1.724138e-03,1.000000e+00
29,0,nan,nan,5.852020e-02,nan,2.305544e+01,1.000000e+00,3.000000e+01,9.419413e-01,nan,8.812765e-04,1.666667e-03,1.000000e+00
29,1,nan,nan,4.170089e-02,nan,2.403274e+01,1.000000e+00,3.000000e+01,8.808155e-01,nan,1.288209e-03,1.666667e-03,1.000000e+00
29,2,nan,nan,4.464523e-02,nan,2.426785e+01,1.000000e+00,3.000000e+01,8.781049e-01,nan,1.203588e-03,1.666667e-03,1.000000e+00
30,0,1.688922e-01,1.138396e-02,5.697012e-02,2.177704e-01,2.310349e+01,1.000000e+00,3.100000e+01,9.511471e-01,nan,8.890799e-04,1.612903e-03,1.000000e+00
30,1,1.140246e-01,2.816708e-03,4.035832e-02,1.579784e-01,2.405275e+01,1.000000e+00,3.100000e+01,8.843374e-01,nan,1.247674e-03,1.612903e-03,1.000000e+00
30,2,1.221925e-01,2.806510e-03,4.322257e-02,1.684690e-01,2.428843e+01,1.000000e+00,3.100000e+01,8.838050e-01,nan,1.165391e-03,1.612903e-03,1.000000e+00
31,0,nan,nan,5.693957e-02,nan,2.315095e+01,1.000000e+00,3.200000e+01,9.661030e-01,nan,8.570831e-04,1.562500e-03,1.000000e+00
31,1,nan,nan,3.909286e-02,nan,2.407145e+01,1.000000e+00,3.200000e+01,8.878073e-01,nan,1.209865e-03,1.562500e-03,1.000000e+00
31,2,nan,nan,4.188386e-02,nan,2.430757e+01,1.000000e+00,3.200000e+01,8.895218e-01,nan,1.129691e-03,1.562500e-03,1.000000e+00
32,0,nan,nan,5.522545e-02,nan,2.319669e+01,1.000000e+00,3.300000e+01,9.814417e-01,nan,8.063581e-04,1.515151e-03,1.000000e+00
32,1,nan,nan,3.789862e-02,nan,2.408894e+01,1.000000e+00,3.300000e+01,8.912277e-01,nan,1.174477e-03,1.515151e-03,1.000000e+00
32,2,nan,nan,4.062244e-02,nan,2.432537e+01,1.000000e+00,3.300000e+01,8.952528e-01,nan,1.096214e-03,1.515151e-03,1.000000e+00
33,0,nan,nan,5.355367e-02,nan,2.324075e+01,1.000000e+00,3.400000e+01,9.967856e-01,nan,7.832004e-04,1.470588e-03,1.000000e+00
33,1,nan,nan,3.677240e-02,nan,2.410528e+01,1.000000e+00,3.400000e+01,8.946027e-01,nan,1.141271e-03,1.470588e-03,1.000000e+00
33,2,nan,nan,3.943472e-02,nan,2.434189e+01,1.000000e+00,3.400000e+01,9.009953e-01,nan,1.064746e-03,1.470588e-03,1.000000e+00
34,0,nan,nan,5.198404e-02,nan,2.328323e+01,1.000000e+00,3.500000e+01,1.012095e+00,nan,7.621574e-04,1.428571e-03,1.000000e+00
34,1,nan,nan,3.570839e-02,nan,2.412055e+01,1.000000e+00,3.500000e+01,8.979350e-01,nan,1.109972e-03,1.428571e-03,1.000000e+00
34,2,nan,nan,3.831363e-02,nan,2.435723e+01,1.000000e+00,3.500000e+01,9.067522e-01,nan,1.035035e-03,1.428571e-03,1.000000e+00
35,0,1.147178e-01,7.700986e-03,4.981132e-02,1.481195e-01,2.332396e+01,1.000000e+00,3.600000e+01,1.026131e+00,nan,7.421557e-04,1.388889e-03,1.000000e+00
35,1,9.805445e-02,2.419599e-03,3.470259e-02,1.359004e-01,2.413481e+01,1.000000e+00,3.600000e+01,9.012248e-01,nan,1.080425e-03,1.388889e-03,1.000000e+00
35,2,1.053244e-01,2.416711e-03,3.725539e-02,1.452431e-01,2.437145e+01,1.000000e+00,3.600000e+01,9.125151e-01,nan,1.006959e-03,1.388889e-03,1.000000e+00
36,0,nan,nan,4.706586e-02,nan,2.336276e+01,1.000000e+00,3.700000e+01,1.037657e+00,nan,7.332270e-04,1.351351e-03,1.000000e+00
36,1,nan,nan,3.375281e-02,nan,2.414811e+01,1.000000e+00,3.700000e+01,9.044753e-01,nan,1.052458e-03,1.351351e-03,1.000000e+00
36,2,nan,nan,3.625656e-02,nan,2.438461e+01,1.000000e+00,3.700000e+01,9.182803e-01,nan,9.803416e-04,1.351351e-03,1.000000e+00
37,0,nan,nan,4.416253e-02,nan,2.339953e+01,1.000000e+00,3.800000e+01,1.046148e+00,nan,7.356933e-04,1.315790e-03,1.000000e+00
37,1,nan,nan,3.285369e-02,nan,2.416052e+01,1.000000e+00,3.800000e+01,9.076867e-01,nan,1.025871e-03,1.315790e-03,1.000000e+00
37,2,nan,nan,3.531199e-02,nan,2.439679e+01,1.000000e+00,3.800000e+01,9.240415e-01,nan,9.550282e-04,1.315790e-03,1.000000e+00
38,0,nan,nan,4.144568e-02,nan,2.343422e+01,1.000000e+00,3.900000e+01,1.052111e+00,nan,7.443666e-04,1.282051e-03,1.000000e+00
38,1,nan,nan,3.200226e-02,nan,2.417209e+01,1.000000e+00,3.900000e+01,9.108603e-01,nan,1.000591e-03,1.282051e-03,1.000000e+00
38,2,nan,nan,3.441819e-02,nan,2.440804e+01,1.000000e+00,3.900000e+01,9.297982e-01,nan,9.309334e-04,1.282051e-03,1.000000e+00
39,0,nan,nan,3.899889e-02,nan,2.346680e+01,1.000000e+00,4.000000e+01,1.056204e+00,nan,7.539991e-04,1.250000e-03,1.000000e+00
39,1,nan,nan,3.119547e-02,nan,2.418286e+01,1.000000e+00,4.000000e+01,9.139987e-01,nan,9.764937e-04,1.250000e-03,1.000000e+00
39,2,nan,nan,3.357150e-02,nan,2.441839e+01,1.000000e+00,4.000000e+01,9.355541e-01,nan,9.079502e-04,1.250000e-03,1.000000e+00
40,0,1.459916e-01,9.775716e-03,3.683797e-02,1.642570e-01,2.349732e+01,1.000000e+00,4.100000e+01,1.058610e+00,nan,7.626936e-04,1.219512e-03,1.000000e+00
40,1,8.599229e-02,2.120137e-03,3.043156e-02,1.191830e-01,2.419287e+01,1.000000e+00,4.100000e+01,9.171051e-01,nan,9.534783e-04,1.219512e-03,1.000000e+00
40,2,9.264595e-02,2.124161e-03,3.277026e-02,1.277459e-01,2.442792e+01,1.000000e+00,4.100000e+01,9.413001e-01,nan,8.859957e-04,1.219512e-03,1.000000e+00
41,0,nan,nan,3.512464e-02,nan,2.352581e+01,1.000000e+00,4.200000e+01,1.059358e+00,nan,7.694417e-04,1.190476e-03,1.000000e+00
41,1,nan,nan,2.970601e-02,nan,2.420217e+01,1.000000e+00,4.200000e+01,9.201841e-01,nan,9.314236e-04,1.190476e-03,1.000000e+00
41,2,nan,nan,3.200944e-02,nan,2.443666e+01,1.000000e+00,4.200000e+01,9.470384e-01,nan,8.649509e-04,1.190476e-03,1.000000e+00
42,0,nan,nan,3.396039e-02,nan,2.355233e+01,1.000000e+00,4.300000e+01,1.058703e+00,nan,7.698766e-04,1.162791e-03,1.000000e+00
42,1,nan,nan,2.901785e-02,nan,2.421080e+01,1.000000e+00,4.300000e+01,9.232337e-01,nan,9.103088e-04,1.162791e-03,1.000000e+00
42,2,nan,nan,3.128799e-02,nan,2.444466e+01,1.000000e+00,4.300000e+01,9.527653e-01,nan,8.448021e-04,1.162791e-03,1.000000e+00
43,0,nan,nan,3.324861e-02,nan,2.357694e+01,1.000000e+00,4.400000e+01,1.056994e+00,nan,7.604874e-04,1.136364e-03,1.000000e+00
43,1,nan,nan,2.836337e-02,nan,2.421878e+01,1.000000e+00,4.400000e+01,9.262558e-01,nan,8.900192e-04,1.136364e-03,1.000000e+00
43,2,nan,nan,3.060186e-02,nan,2.445194e+01,1.000000e+00,4.400000e+01,9.584760e-01,nan,8.254427e-04,1.136364e-03,1.000000e+00
44,0,nan,nan,3.290254e-02,nan,2.359975e+01,1.000000e+00,4.500000e+01,1.054333e+00,nan,7.426283e-04,1.111111e-03,1.000000e+00
44,1,nan,nan,2.774180e-02,nan,2.422616e+01,1.000000e+00,4.500000e+01,9.292520e-01,nan,8.705370e-04,1.111111e-03,1.000000e+00
44,2,nan,nan,2.995036e-02,nan,2.445856e+01,1.000000e+00,4.500000e+01,9.641701e-01,nan,8.068581e-04,1.111111e-03,1.000000e+00
45,0,1.339013e-01,8.948703e-03,3.281627e-02,1.480800e-01,2.362089e+01,1.000000e+00,4.600000e+01,1.050912e+00,nan,7.181662e-04,1.086956e-03,1.000000e+00
45,1,7.672754e-02,1.890403e-03,2.714987e-02,1.063119e-01,2.423296e+01,1.000000e+00,4.600000e+01,9.322261e-01,nan,8.517646e-04,1.086956e-03,1.000000e+00
45,2,8.292487e-02,1.900104e-03,2.932999e-02,1.143037e-01,2.446453e+01,1.000000e+00,4.600000e+01,9.698473e-01,nan,7.889551e-04,1.086956e-03,1.000000e+00
46,0,nan,nan,3.284740e-02,nan,2.364051e+01,1.000000e+00,4.700000e+01,1.046490e+00,nan,6.897394e-04,1.063830e-03,1.000000e+00
46,1,nan,nan,2.658660e-02,nan,2.423921e+01,1.000000e+00,4.700000e+01,9.351844e-01,nan,8.336939e-04,1.063830e-03,1.000000e+00
46,2,nan,nan,2.873959e-02,nan,2.446991e+01,1.000000e+00,4.700000e+01,9.755084e-01,nan,7.717247e-04,1.063830e-03,1.000000e+00
47,0,nan,nan,3.295640e-02,nan,2.365876e+01,1.000000e+00,4.800000e+01,1.041328e+00,nan,6.606730e-04,1.041667e-03,1.000000e+00
47,1,nan,nan,2.604998e-02,nan,2.424495e+01,1.000000e+00,4.800000e+01,9.381258e-01,nan,8.162530e-04,1.041667e-03,1.000000e+00
47,2,nan,nan,2.817688e-02,nan,2.447470e+01,1.000000e+00,4.800000e+01,9.811517e-01,nan,7.551044e-04,1.041667e-03,1.000000e+00
48,0,nan,nan,3.295550e-02,nan,2.367578e+01,1.000000e+00,4.900000e+01,1.035806e+00,nan,6.318850e-04,1.020408e-03,1.000000e+00
48,1,nan,nan,2.553766e-02,nan,2.425018e+01,1.000000e+00,4.900000e+01,9.410489e-01,nan,7.994114e-04,1.020408e-03,1.000000e+00
48,2,nan,nan,2.763971e-02,nan,2.447895e+01,1.000000e+00,4.900000e+01,9.867773e-01,nan,7.390690e-04,1.020408e-03,1.000000e+00
49,0,nan,nan,3.267900e-02,nan,2.369172e+01,1.000000e+00,5.000000e+01,1.030441e+00,nan,6.068789e-04,1.000000e-03,1.000000e+00
49,1,nan,nan,2.504987e-02,nan,2.425494e+01,1.000000e+00,5.000000e+01,9.439562e-01,nan,7.831571e-04,1.000000e-03,1.000000e+00
49,2,nan,nan,2.712799e-02,nan,2.448268e+01,1.000000e+00,5.000000e+01,9.923884e-01,nan,7.235966e-04,1.000000e-03,1.000000e+00
50,0,8.380442e-02,5.591379e-03,3.209201e-02,9.998330e-02,2.370672e+01,1.000000e+00,5.100000e+01,1.025478e+00,nan,5.882485e-04,9.803922e-04,1.000000e+00
50,1,6.948017e-02,1.710863e-03,2.458309e-02,9.622356e-02,2.425925e+01,1.000000e+00,5.100000e+01,9.468486e-01,nan,7.674043e-04,9.803922e-04,1.000000e+00
50,2,7.033689e-02,1.610884e-03,2.663845e-02,9.699964e-02,2.448591e+01,1.000000e+00,5.100000e+01,9.979836e-01,nan,7.086178e-04,9.803922e-04,1.000000e+00
51,0,nan,nan,3.125689e-02,nan,2.372092e+01,1.000000e+00,5.200000e+01,1.020950e+00,nan,5.761910e-04,9.615385e-04,1.000000e+00
51,1,nan,nan,2.413716e-02,nan,2.426313e+01,1.000000e+00,5.200000e+01,9.497228e-01,nan,7.521887e-04,9.615385e-04,1.000000e+00
51,2,nan,nan,2.617043e-02,nan,2.448866e+01,1.000000e+00,5.200000e+01,1.003561e+00,nan,6.941515e-04,9.615385e-04,1.000000e+00
52,0,nan,nan,3.023998e-02,nan,2.373447e+01,1.000000e+00,5.300000e+01,1.016956e+00,nan,5.694721e-04,9.433962e-04,1.000000e+00
52,1,nan,nan,2.371078e-02,nan,2.426660e+01,1.000000e+00,5.300000e+01,9.525797e-01,nan,7.374492e-04,9.433962e-04,1.000000e+00
52,2,nan,nan,2.546893e-02,nan,2.449128e+01,1.000000e+00,5.300000e+01,1.008642e+00,nan,6.801541e-04,9.433962e-04,1.000000e+00
53,0,nan,nan,2.914932e-02,nan,2.374754e+01,1.000000e+00,5.400000e+01,1.013557e+00,nan,5.670234e-04,9.259259e-04,1.000000e+00
53,1,nan,nan,2.330316e-02,nan,2.426968e+01,1.000000e+00,5.400000e+01,9.554250e-01,nan,7.231638e-04,9.259259e-04,1.000000e+00
53,2,nan,nan,2.450782e-02,nan,2.449426e+01,1.000000e+00,5.400000e+01,1.012562e+00,nan,6.732430e-04,9.259259e-04,1.000000e+00
54,0,nan,nan,2.806763e-02,nan,2.376028e+01,1.000000e+00,5.500000e+01,1.010389e+00,nan,5.670432e-04,9.090909e-04,1.000000e+00
54,1,nan,nan,2.291174e-02,nan,2.427238e+01,1.000000e+00,5.500000e+01,9.582560e-01,nan,7.092998e-04,9.090909e-04,1.000000e+00
54,2,nan,nan,2.355130e-02,nan,2.449799e+01,1.000000e+00,5.500000e+01,1.014829e+00,nan,6.744348e-04,9.090909e-04,1.000000e+00
55,0,7.099004e-02,4.729635e-03,2.699997e-02,8.586352e-02,2.377286e+01,1.000000e+00,5.600000e+01,1.007537e+00,nan,5.680521e-04,8.928571e-04,1.000000e+00
