k,img,e_abs,e_rel,delta,resid,psnr,inner_k,inner_cum,tv_ratio,ref_check,alpha,beta,m_k
5,1,5.804811e-01,1.462625e-02,3.931689e-01,5.603320e-01,2.112020e+01,1.000000e+00,6.000000e+00,1.073599e+00,nan,2.866579e-03,8.333334e-03,1.000000e+00
5,2,8.861442e-01,2.072012e-02,6.223134e-01,8.484295e-01,2.106609e+01,1.000000e+00,6.000000e+00,1.545604e+00,nan,2.321599e-03,8.333334e-03,1.000000e+00
6,0,nan,nan,1.184393e+00,nan,2.526104e+01,1.000000e+00,7.000000e+00,2.802773e+00,nan,8.624643e-04,7.142857e-03,1.000000e+00
6,1,nan,nan,3.636390e-01,nan,2.130745e+01,1.000000e+00,7.000000e+00,9.667621e-01,nan,2.595343e-03,7.142857e-03,1.000000e+00
6,2,nan,nan,6.389989e-01,nan,2.130548e+01,1.000000e+00,7.000000e+00,1.349717e+00,nan,1.639701e-03,7.142857e-03,1.000000e+00
7,0,nan,nan,1.045643e+00,nan,2.500904e+01,1.000000e+00,8.000000e+00,2.846557e+00,nan,6.596203e-04,6.250000e-03,1.000000e+00
7,1,nan,nan,3.096411e-01,nan,2.147838e+01,1.000000e+00,8.000000e+00,8.963085e-01,nan,2.148422e-03,6.250000e-03,1.000000e+00
7,2,nan,nan,5.603116e-01,nan,2.150626e+01,1.000000e+00,8.000000e+00,1.278392e+00,nan,1.222616e-03,6.250000e-03,1.000000e+00
8,0,nan,nan,1.037459e+00,nan,2.488209e+01,1.000000e+00,9.000000e+00,2.700574e+00,nan,5.903392e-04,5.555556e-03,1.000000e+00
8,1,nan,nan,2.364856e-01,nan,2.162674e+01,1.000000e+00,9.000000e+00,8.544339e-01,nan,1.993546e-03,5.555556e-03,1.000000e+00
8,2,nan,nan,4.632720e-01,nan,2.168355e+01,1.000000e+00,9.000000e+00,1.202766e+00,nan,1.101680e-03,5.555556e-03,1.000000e+00
9,0,nan,nan,1.040161e+00,nan,2.477797e+01,1.000000e+00,1.000000e+01,2.666029e+00,nan,4.819470e-04,5.000000e-03,1.000000e+00
9,1,nan,nan,1.733762e-01,nan,2.175418e+01,1.000000e+00,1.000000e+01,8.280845e-01,nan,2.114294e-03,5.000000e-03,1.000000e+00
9,2,nan,nan,4.025294e-01,nan,2.184506e+01,1.000000e+00,1.000000e+01,1.110773e+00,nan,1.079280e-03,5.000000e-03,1.000000e+00
10,0,1.673421e+00,1.142195e-01,9.534146e-01,1.651445e+00,2.470102e+01,1.000000e+00,1.100000e+01,2.677116e+00,nan,3.972683e-04,4.545454e-03,1.000000e+00
10,1,3.761051e-01,9.434786e-03,1.321571e-01,4.772128e-01,2.186141e+01,1.000000e+00,1.100000e+01,8.151308e-01,nan,2.383390e-03,4.545454e-03,1.000000e+00
10,2,4.760295e-01,1.108330e-02,3.445770e-01,4.847415e-01,2.198808e+01,1.000000e+00,1.100000e+01,1.042347e+00,nan,1.026566e-03,4.545454e-03,1.000000e+00
11,0,nan,nan,9.316546e-01,nan,2.472668e+01,1.000000e+00,1.200000e+01,2.518265e+00,nan,3.641881e-04,4.166667e-03,1.000000e+00
11,1,nan,nan,1.149376e-01,nan,2.194905e+01,1.000000e+00,1.200000e+01,8.207179e-01,nan,2.627345e-03,4.166667e-03,1.000000e+00
11,2,nan,nan,2.753623e-01,nan,2.211766e+01,1.000000e+00,1.200000e+01,9.952255e-01,nan,1.007677e-03,4.166667e-03,1.000000e+00
12,0,nan,nan,9.747368e-01,nan,2.475721e+01,1.000000e+00,1.300000e+01,2.378791e+00,nan,3.175619e-04,3.846154e-03,1.000000e+00
12,1,nan,nan,1.124700e-01,nan,2.202593e+01,1.000000e+00,1.300000e+01,8.360210e-01,nan,2.574075e-03,3.846154e-03,1.000000e+00
12,2,nan,nan,2.196786e-01,nan,2.223840e+01,1.000000e+00,1.300000e+01,9.391900e-01,nan,1.074432e-03,3.846154e-03,1.000000e+00
13,0,nan,nan,9.335927e-01,nan,2.471137e+01,1.000000e+00,1.400000e+01,2.431602e+00,nan,2.617138e-04,3.571429e-03,1.000000e+00
13,1,nan,nan,1.072399e-01,nan,2.209732e+01,1.000000e+00,1.400000e+01,8.524867e-01,nan,2.268179e-03,3.571429e-03,1.000000e+00
13,2,nan,nan,1.828993e-01,nan,2.234859e+01,1.000000e+00,1.400000e+01,8.800207e-01,nan,1.161251e-03,3.571429e-03,1.000000e+00
14,0,nan,nan,8.318685e-01,nan,2.468414e+01,1.000000e+00,1.500000e+01,2.470629e+00,nan,2.380291e-04,3.333333e-03,1.000000e+00
14,1,nan,nan,1.026442e-01,nan,2.216367e+01,1.000000e+00,1.500000e+01,8.699315e-01,nan,2.072198e-03,3.333333e-03,1.000000e+00
14,2,nan,nan,1.489152e-01,nan,2.244600e+01,1.000000e+00,1.500000e+01,8.394094e-01,nan,1.214998e-03,3.333333e-03,1.000000e+00
15,0,1.398198e+00,9.518252e-02,8.172078e-01,1.388949e+00,2.476056e+01,1.000000e+00,1.600000e+01,2.343464e+00,nan,2.347877e-04,3.125000e-03,1.000000e+00
15,1,2.783151e-01,6.954127e-03,9.835700e-02,3.818917e-01,2.222532e+01,1.000000e+00,1.600000e+01,8.881221e-01,nan,1.902811e-03,3.125000e-03,1.000000e+00
15,2,3.335305e-01,7.738804e-03,1.168042e-01,4.184460e-01,2.253025e+01,1.000000e+00,1.600000e+01,8.241881e-01,nan,1.311568e-03,3.125000e-03,1.000000e+00
16,0,nan,nan,8.470139e-01,nan,2.485386e+01,1.000000e+00,1.700000e+01,2.224118e+00,nan,2.117092e-04,2.941177e-03,1.000000e+00
16,1,nan,nan,9.437673e-02,nan,2.228260e+01,1.000000e+00,1.700000e+01,9.068884e-01,nan,1.759004e-03,2.941177e-03,1.000000e+00
16,2,nan,nan,9.988206e-02,nan,2.260187e+01,1.000000e+00,1.700000e+01,8.305587e-01,nan,1.481201e-03,2.941177e-03,1.000000e+00
17,0,nan,nan,8.164669e-01,nan,2.488745e+01,1.000000e+00,1.800000e+01,2.227964e+00,nan,1.821942e-04,2.777778e-03,1.000000e+00
17,1,nan,nan,9.067775e-02,nan,2.233580e+01,1.000000e+00,1.800000e+01,9.260663e-01,nan,1.635159e-03,2.777778e-03,1.000000e+00
17,2,nan,nan,9.965203e-02,nan,2.266322e+01,1.000000e+00,1.800000e+01,8.551074e-01,nan,1.545032e-03,2.777778e-03,1.000000e+00
18,0,nan,nan,7.609558e-01,nan,2.490873e+01,1.000000e+00,1.900000e+01,2.224540e+00,nan,1.696384e-04,2.631579e-03,1.000000e+00
18,1,nan,nan,8.723614e-02,nan,2.238521e+01,1.000000e+00,1.900000e+01,9.455472e-01,nan,1.527433e-03,2.631579e-03,1.000000e+00
18,2,nan,nan,9.524023e-02,nan,2.271962e+01,1.000000e+00,1.900000e+01,8.813140e-01,nan,1.389878e-03,2.631579e-03,1.000000e+00
19,0,nan,nan,7.444969e-01,nan,2.495936e+01,1.000000e+00,2.000000e+01,2.155870e+00,nan,1.642671e-04,2.500000e-03,1.000000e+00
19,1,nan,nan,8.403605e-02,nan,2.243106e+01,1.000000e+00,2.000000e+01,9.652173e-01,nan,1.432892e-03,2.500000e-03,1.000000e+00
19,2,nan,nan,9.149843e-02,nan,2.277150e+01,1.000000e+00,2.000000e+01,9.089444e-01,nan,1.312471e-03,2.500000e-03,1.000000e+00
20,0,1.203326e+00,8.171099e-02,7.353770e-01,1.199435e+00,2.502255e+01,1.000000e+00,2.100000e+01,2.111276e+00,nan,1.522890e-04,2.380952e-03,1.000000e+00
20,1,1.979611e-01,4.931735e-03,8.105475e-02,2.701178e-01,2.247360e+01,1.000000e+00,2.100000e+01,9.850128e-01,nan,1.349167e-03,2.380952e-03,1.000000e+00
20,2,2.333409e-01,5.398737e-03,8.798687e-02,3.084648e-01,2.281914e+01,1.000000e+00,2.100000e+01,9.375905e-01,nan,1.239132e-03,2.380952e-03,1.000000e+00
21,0,nan,nan,7.044457e-01,nan,2.508074e+01,1.000000e+00,2.200000e+01,2.081636e+00,nan,1.404800e-04,2.272727e-03,1.000000e+00
21,1,nan,nan,7.827811e-02,nan,2.251305e+01,1.000000e+00,2.200000e+01,1.004849e+00,nan,1.274519e-03,2.272727e-03,1.000000e+00
21,2,nan,nan,8.471539e-02,nan,2.286283e+01,1.000000e+00,2.200000e+01,9.668707e-01,nan,1.174105e-03,2.272727e-03,1.000000e+00
22,0,nan,nan,6.873366e-01,nan,2.515213e+01,1.000000e+00,2.300000e+01,2.034845e+00,nan,1.341735e-04,2.173913e-03,1.000000e+00
22,1,nan,nan,7.481869e-02,nan,2.255014e+01,1.000000e+00,2.300000e+01,1.023793e+00,nan,1.207463e-03,2.173913e-03,1.000000e+00
22,2,nan,nan,8.166271e-02,nan,2.290284e+01,1.000000e+00,2.300000e+01,9.965338e-01,nan,1.115712e-03,2.173913e-03,1.000000e+00
23,0,nan,nan,6.780220e-01,nan,2.521509e+01,1.000000e+00,2.400000e+01,1.991753e+00,nan,1.262926e-04,2.083333e-03,1.000000e+00
23,1,nan,nan,6.850625e-02,nan,2.258739e+01,1.000000e+00,2.400000e+01,1.038174e+00,nan,1.160212e-03,2.083333e-03,1.000000e+00
23,2,nan,nan,7.881245e-02,nan,2.293942e+01,1.000000e+00,2.400000e+01,1.026393e+00,nan,1.062977e-03,2.083333e-03,1.000000e+00
24,0,nan,nan,6.445947e-01,nan,2.526303e+01,1.000000e+00,2.500000e+01,2.004720e+00,nan,1.179903e-04,2.000000e-03,1.000000e+00
24,1,nan,nan,6.194006e-02,nan,2.262701e+01,1.000000e+00,2.500000e+01,1.045260e+00,nan,1.167777e-03,2.000000e-03,1.000000e+00
24,2,nan,nan,7.285605e-02,nan,2.297467e+01,1.000000e+00,2.500000e+01,1.051099e+00,nan,1.015068e-03,2.000000e-03,1.000000e+00
25,0,1.049712e+00,7.114293e-02,6.083722e-01,1.047105e+00,2.532951e+01,1.000000e+00,2.600000e+01,1.978725e+00,nan,1.147457e-04,1.923077e-03,1.000000e+00
25,1,1.795888e-01,4.464636e-03,5.854101e-02,2.343262e-01,2.267028e+01,1.000000e+00,2.600000e+01,1.043976e+00,nan,1.194130e-03,1.923077e-03,1.000000e+00
25,2,1.892644e-01,4.369899e-03,6.543070e-02,2.473669e-01,2.301094e+01,1.000000e+00,2.600000e+01,1.065565e+00,nan,1.015214e-03,1.923077e-03,1.000000e+00
26,0,nan,nan,6.076293e-01,nan,2.541224e+01,1.000000e+00,2.700000e+01,1.905078e+00,nan,1.127387e-04,1.851852e-03,1.000000e+00
26,1,nan,nan,5.943044e-02,nan,2.271709e+01,1.000000e+00,2.700000e+01,1.035234e+00,nan,1.171608e-03,1.851852e-03,1.000000e+00
26,2,nan,nan,6.037508e-02,nan,2.304985e+01,1.000000e+00,2.700000e+01,1.067276e+00,nan,1.048240e-03,1.851852e-03,1.000000e+00
27,0,nan,nan,6.095673e-01,nan,2.547306e+01,1.000000e+00,2.800000e+01,1.869542e+00,nan,1.049579e-04,1.785714e-03,1.000000e+00
27,1,nan,nan,6.198819e-02,nan,2.276619e+01,1.000000e+00,2.800000e+01,1.021753e+00,nan,1.073112e-03,1.785714e-03,1.000000e+00
27,2,nan,nan,6.002351e-02,nan,2.309169e+01,1.000000e+00,2.800000e+01,1.057256e+00,nan,1.056322e-03,1.785714e-03,1.000000e+00
28,0,nan,nan,5.796951e-01,nan,2.551004e+01,1.000000e+00,2.900000e+01,1.882654e+00,nan,9.753316e-05,1.724138e-03,1.000000e+00
28,1,nan,nan,6.284522e-02,nan,2.281571e+01,1.000000e+00,2.900000e+01,1.006820e+00,nan,9.591025e-04,1.724138e-03,1.000000e+00
28,2,nan,nan,6.234078e-02,nan,2.313547e+01,1.000000e+00,2.900000e+01,1.039660e+00,nan,9.904958e-04,1.724138e-03,1.000000e+00
29,0,nan,nan,5.488116e-01,nan,2.555322e+01,1.000000e+00,3.000000e+01,1.868077e+00,nan,9.583582e-05,1.666667e-03,1.000000e+00
29,1,nan,nan,6.060759e-02,nan,2.286380e+01,1.000000e+00,3.000000e+01,9.931480e-01,nan,8.840061e-04,1.666667e-03,1.000000e+00
29,2,nan,nan,6.345852e-02,nan,2.317950e+01,1.000000e+00,3.000000e+01,1.019664e+00,nan,8.911591e-04,1.666667e-03,1.000000e+00
30,0,9.037309e-01,6.112783e-02,5.436829e-01,9.045672e-01,2.561193e+01,1.000000e+00,3.100000e+01,1.827755e+00,nan,9.480328e-05,1.612903e-03,1.000000e+00
30,1,1.411518e-01,3.503183e-03,5.601131e-02,1.911838e-01,2.290907e+01,1.000000e+00,3.100000e+01,9.825206e-01,nan,8.584591e-04,1.612903e-03,1.000000e+00
30,2,1.389523e-01,3.203114e-03,6.147641e-02,1.918157e-01,2.322211e+01,1.000000e+00,3.100000e+01,1.000910e+00,nan,8.198920e-04,1.612903e-03,1.000000e+00
31,0,nan,nan,5.388747e-01,nan,2.566759e+01,1.000000e+00,3.200000e+01,1.798897e+00,nan,8.980994e-05,1.562500e-03,1.000000e+00
31,1,nan,nan,5.093714e-02,nan,2.295072e+01,1.000000e+00,3.200000e+01,9.760798e-01,nan,8.717548e-04,1.562500e-03,1.000000e+00
31,2,nan,nan,5.707454e-02,nan,2.326210e+01,1.000000e+00,3.200000e+01,9.861789e-01,nan,7.942580e-04,1.562500e-03,1.000000e+00
32,0,nan,nan,5.220776e-01,nan,2.571684e+01,1.000000e+00,3.300000e+01,1.780161e+00,nan,8.520289e-05,1.515151e-03,1.000000e+00
32,1,nan,nan,4.703083e-02,nan,2.298834e+01,1.000000e+00,3.300000e+01,9.739019e-01,nan,9.013793e-04,1.515151e-03,1.000000e+00
32,2,nan,nan,5.189040e-02,nan,2.329895e+01,1.000000e+00,3.300000e+01,9.765698e-01,nan,8.044513e-04,1.515151e-03,1.000000e+00
33,0,nan,nan,5.098810e-01,nan,2.576145e+01,1.000000e+00,3.400000e+01,1.753157e+00,nan,8.284706e-05,1.470588e-03,1.000000e+00
33,1,nan,nan,4.521640e-02,nan,2.302199e+01,1.000000e+00,3.400000e+01,9.757313e-01,nan,9.196649e-04,1.470588e-03,1.000000e+00
33,2,nan,nan,4.751619e-02,nan,2.333261e+01,1.000000e+00,3.400000e+01,9.719571e-01,nan,8.335375e-04,1.470588e-03,1.000000e+00
34,0,nan,nan,4.974172e-01,nan,2.580101e+01,1.000000e+00,3.500000e+01,1.747307e+00,nan,8.005070e-05,1.428571e-03,1.000000e+00
34,1,nan,nan,4.522370e-02,nan,2.305200e+01,1.000000e+00,3.500000e+01,9.809886e-01,nan,9.026885e-04,1.428571e-03,1.000000e+00
34,2,nan,nan,4.494476e-02,nan,2.336315e+01,1.000000e+00,3.500000e+01,9.719099e-01,nan,8.589983e-04,1.428571e-03,1.000000e+00
35,0,8.064842e-01,5.446077e-02,4.765394e-01,8.067486e-01,2.584468e+01,1.000000e+00,3.600000e+01,1.737158e+00,nan,7.756116e-05,1.388889e-03,1.000000e+00
35,1,1.198528e-01,2.970686e-03,4.587673e-02,1.636643e-01,2.307889e+01,1.000000e+00,3.600000e+01,9.888612e-01,nan,8.530981e-04,1.388889e-03,1.000000e+00
35,2,1.261525e-01,2.904407e-03,4.393876e-02,1.687817e-01,2.339076e+01,1.000000e+00,3.600000e+01,9.759729e-01,nan,8.583926e-04,1.388889e-03,1.000000e+00
36,0,nan,nan,4.654070e-01,nan,2.589787e+01,1.000000e+00,3.700000e+01,1.707624e+00,nan,7.664217e-05,1.351351e-03,1.000000e+00
36,1,nan,nan,4.602167e-02,nan,2.310346e+01,1.000000e+00,3.700000e+01,9.983284e-01,nan,7.961118e-04,1.351351e-03,1.000000e+00
36,2,nan,nan,4.372824e-02,nan,2.341574e+01,1.000000e+00,3.700000e+01,9.834654e-01,nan,8.312252e-04,1.351351e-03,1.000000e+00
37,0,nan,nan,4.662788e-01,nan,2.594814e+01,1.000000e+00,3.800000e+01,1.673991e+00,nan,7.439948e-05,1.315790e-03,1.000000e+00
37,1,nan,nan,4.496307e-02,nan,2.312673e+01,1.000000e+00,3.800000e+01,1.007899e+00,nan,7.523855e-04,1.315790e-03,1.000000e+00
37,2,nan,nan,4.347276e-02,nan,2.343853e+01,1.000000e+00,3.800000e+01,9.934874e-01,nan,7.918461e-04,1.315790e-03,1.000000e+00
38,0,nan,nan,4.564461e-01,nan,2.598990e+01,1.000000e+00,3.900000e+01,1.669865e+00,nan,7.050098e-05,1.282051e-03,1.000000e+00
38,1,nan,nan,4.266093e-02,nan,2.314988e+01,1.000000e+00,3.900000e+01,1.016013e+00,nan,7.311137e-04,1.282051e-03,1.000000e+00
38,2,nan,nan,4.256948e-02,nan,2.345975e+01,1.000000e+00,3.900000e+01,1.004401e+00,nan,7.561772e-04,1.282051e-03,1.000000e+00
39,0,nan,nan,4.379070e-01,nan,2.603117e+01,1.000000e+00,4.000000e+01,1.666840e+00,nan,6.846373e-05,1.250000e-03,1.000000e+00
39,1,nan,nan,3.978994e-02,nan,2.317408e+01,1.000000e+00,4.000000e+01,1.021440e+00,nan,7.325205e-04,1.250000e-03,1.000000e+00
39,2,nan,nan,4.087398e-02,nan,2.348011e+01,1.000000e+00,4.000000e+01,1.014373e+00,nan,7.340940e-04,1.250000e-03,1.000000e+00
40,0,7.051525e-01,4.756253e-02,4.286254e-01,7.053592e-01,2.607605e+01,1.000000e+00,4.100000e+01,1.652899e+00,nan,6.792355e-05,1.219512e-03,1.000000e+00
40,1,1.131252e-01,2.801067e-03,3.748642e-02,1.495818e-01,2.320013e+01,1.000000e+00,4.100000e+01,1.023369e+00,nan,7.475306e-04,1.219512e-03,1.000000e+00
40,2,1.048227e-01,2.410991e-03,3.869322e-02,1.423745e-01,2.350038e+01,1.000000e+00,4.100000e+01,1.021770e+00,nan,7.277050e-04,1.219512e-03,1.000000e+00
41,0,nan,nan,4.273606e-01,nan,2.611818e+01,1.000000e+00,4.200000e+01,1.629807e+00,nan,6.612924e-05,1.190476e-03,1.000000e+00
41,1,nan,nan,3.663620e-02,nan,2.322837e+01,1.000000e+00,4.200000e+01,1.021801e+00,nan,7.561317e-04,1.190476e-03,1.000000e+00
41,2,nan,nan,3.660744e-02,nan,2.352119e+01,1.000000e+00,4.200000e+01,1.025699e+00,nan,7.325489e-04,1.190476e-03,1.000000e+00
42,0,nan,nan,4.206025e-01,nan,2.615198e+01,1.000000e+00,4.300000e+01,1.618523e+00,nan,6.327594e-05,1.162791e-03,1.000000e+00
42,1,nan,nan,3.707211e-02,nan,2.325853e+01,1.000000e+00,4.300000e+01,1.017429e+00,nan,7.381127e-04,1.162791e-03,1.000000e+00
42,2,nan,nan,3.520594e-02,nan,2.354292e+01,1.000000e+00,4.300000e+01,1.026082e+00,nan,7.386925e-04,1.162791e-03,1.000000e+00
43,0,nan,nan,4.092687e-01,nan,2.618054e+01,1.000000e+00,4.400000e+01,1.613349e+00,nan,6.140346e-05,1.136364e-03,1.000000e+00
43,1,nan,nan,3.778779e-02,nan,2.328997e+01,1.000000e+00,4.400000e+01,1.011282e+00,nan,6.966544e-04,1.136364e-03,1.000000e+00
43,2,nan,nan,3.457448e-02,nan,2.356564e+01,1.000000e+00,4.400000e+01,1.023703e+00,nan,7.335821e-04,1.136364e-03,1.000000e+00
44,0,nan,nan,4.013304e-01,nan,2.621144e+01,1.000000e+00,4.500000e+01,1.600733e+00,nan,6.033043e-05,1.111111e-03,1.000000e+00
44,1,nan,nan,3.787963e-02,nan,2.332179e+01,1.000000e+00,4.500000e+01,1.004404e+00,nan,6.534216e-04,1.111111e-03,1.000000e+00
44,2,nan,nan,3.431889e-02,nan,2.358916e+01,1.000000e+00,4.500000e+01,1.019410e+00,nan,7.141498e-04,1.111111e-03,1.000000e+00
45,0,6.480781e-01,4.367878e-02,3.944654e-01,6.479076e-01,2.624164e+01,1.000000e+00,4.600000e+01,1.595027e+00,nan,5.887790e-05,1.086956e-03,1.000000e+00
45,1,9.322865e-02,2.306404e-03,3.704228e-02,1.285675e-01,2.335307e+01,1.000000e+00,4.600000e+01,9.978867e-01,nan,6.238046e-04,1.086956e-03,1.000000e+00
45,2,9.161747e-02,2.105595e-03,3.404217e-02,1.248754e-01,2.361309e+01,1.000000e+00,4.600000e+01,1.013855e+00,nan,6.885272e-04,1.086956e-03,1.000000e+00
46,0,nan,nan,3.877433e-01,nan,2.627103e+01,1.000000e+00,4.700000e+01,1.587440e+00,nan,5.738064e-05,1.063830e-03,1.000000e+00
46,1,nan,nan,3.549720e-02,nan,2.338301e+01,1.000000e+00,4.700000e+01,9.925605e-01,nan,6.110498e-04,1.063830e-03,1.000000e+00
46,2,nan,nan,3.358974e-02,nan,2.363697e+01,1.000000e+00,4.700000e+01,1.007697e+00,nan,6.649010e-04,1.063830e-03,1.000000e+00
47,0,nan,nan,3.839982e-01,nan,2.630182e+01,1.000000e+00,4.800000e+01,1.570005e+00,nan,5.596845e-05,1.041667e-03,1.000000e+00
47,1,nan,nan,3.374696e-02,nan,2.341102e+01,1.000000e+00,4.800000e+01,9.890101e-01,nan,6.113549e-04,1.041667e-03,1.000000e+00
47,2,nan,nan,3.292973e-02,nan,2.366033e+01,1.000000e+00,4.800000e+01,1.001826e+00,nan,6.460720e-04,1.041667e-03,1.000000e+00
48,0,nan,nan,3.813627e-01,nan,2.632827e+01,1.000000e+00,4.900000e+01,1.558878e+00,nan,5.423114e-05,1.020408e-03,1.000000e+00
48,1,nan,nan,3.231445e-02,nan,2.343671e+01,1.000000e+00,4.900000e+01,9.874826e-01,nan,6.170824e-04,1.020408e-03,1.000000e+00
48,2,nan,nan,3.201014e-02,nan,2.368279e+01,1.000000e+00,4.900000e+01,9.972410e-01,nan,6.323967e-04,1.020408e-03,1.000000e+00
49,0,nan,nan,3.742583e-01,nan,2.634956e+01,1.000000e+00,5.000000e+01,1.550159e+00,nan,5.244351e-05,1.000000e-03,1.000000e+00
49,1,nan,nan,3.146347e-02,nan,2.345998e+01,1.000000e+00,5.000000e+01,9.879636e-01,nan,6.189181e-04,1.000000e-03,1.000000e+00
49,2,nan,nan,3.087458e-02,nan,2.370406e+01,1.000000e+00,5.000000e+01,9.943486e-01,nan,6.248020e-04,1.000000e-03,1.000000e+00
50,0,5.991265e-01,4.035556e-02,3.660615e-01,5.988012e-01,2.636790e+01,1.000000e+00,5.100000e+01,1.554115e+00,nan,5.136392e-05,9.803922e-04,1.000000e+00
50,1,8.902528e-02,2.200797e-03,3.113150e-02,1.199172e-01,2.348097e+01,1.000000e+00,5.100000e+01,9.902918e-01,nan,6.109746e-04,9.803922e-04,1.000000e+00
50,2,8.263604e-02,1.897918e-03,2.971544e-02,1.123188e-01,2.372396e+01,1.000000e+00,5.100000e+01,9.931349e-01,nan,6.226280e-04,9.803922e-04,1.000000e+00
51,0,nan,nan,3.600003e-01,nan,2.638755e+01,1.000000e+00,5.200000e+01,1.546624e+00,nan,5.051371e-05,9.615385e-04,1.000000e+00
51,1,nan,nan,3.107837e-02,nan,2.350002e+01,1.000000e+00,5.200000e+01,9.939014e-01,nan,5.939683e-04,9.615385e-04,1.000000e+00
51,2,nan,nan,2.874916e-02,nan,2.374243e+01,1.000000e+00,5.200000e+01,9.931962e-01,nan,6.222732e-04,9.615385e-04,1.000000e+00
52,0,nan,nan,3.549771e-01,nan,2.640941e+01,1.000000e+00,5.300000e+01,1.532569e+00,nan,4.944420e-05,9.433962e-04,1.000000e+00
52,1,nan,nan,3.097993e-02,nan,2.351765e+01,1.000000e+00,5.300000e+01,9.981746e-01,nan,5.727434e-04,9.433962e-04,1.000000e+00
52,2,nan,nan,2.809135e-02,nan,2.375959e+01,1.000000e+00,5.300000e+01,9.941056e-01,nan,6.191460e-04,9.433962e-04,1.000000e+00
53,0,nan,nan,3.531749e-01,nan,2.643139e+01,1.000000e+00,5.400000e+01,1.519596e+00,nan,4.830389e-05,9.259259e-04,1.000000e+00
53,1,nan,nan,3.059343e-02,nan,2.353452e+01,1.000000e+00,5.400000e+01,1.002502e+00,nan,5.534802e-04,9.259259e-04,1.000000e+00
53,2,nan,nan,2.769850e-02,nan,2.377564e+01,1.000000e+00,5.400000e+01,9.956339e-01,nan,6.103935e-04,9.259259e-04,1.000000e+00
54,0,nan,nan,3.530102e-01,nan,2.644723e+01,1.000000e+00,5.500000e+01,1.515767e+00,nan,4.680097e-05,9.090909e-04,1.000000e+00
54,1,nan,nan,2.982064e-02,nan,2.355120e+01,1.000000e+00,5.500000e+01,1.006307e+00,nan,5.402770e-04,9.090909e-04,1.000000e+00
54,2,nan,nan,2.737165e-02,nan,2.379081e+01,1.000000e+00,5.500000e+01,9.976938e-01,nan,5.967445e-04,9.090909e-04,1.000000e+00
55,0,5.606951e-01,3.775129e-02,3.459224e-01,5.601203e-01,2.645470e+01,1.000000e+00,5.600000e+01,1.517026e+00,nan,4.516548e-05,8.928571e-04,1.000000e+00
